group,sample
mda_control_neuron_no_mapd_indel_outliers,5657_180716_H1H11
mda_control_neuron_no_mapd_indel_outliers,5823_180716_H1B10
mda_control_neuron_no_mapd_indel_outliers,5823_180716_H1E04
mda_control_neuron_no_mapd_indel_outliers,5823_180716_H1E07
mda_control_neuron_no_mapd_indel_outliers,5823_180716_H1F04
mda_control_neuron_no_mapd_indel_outliers,5823_180716_H1H05
mda_control_neuron_no_mapd_indel_outliers,5840-190107-Hp2A12
mda_control_neuron_no_mapd_indel_outliers,5840-190107-Hp2B02
mda_control_neuron_no_mapd_indel_outliers,5840-190107-Hp2B08
mda_control_neuron_no_mapd_indel_outliers,5840-190107-Hp2F03
mda_control_neuron_no_mapd_indel_outliers,5840-190107-Hp2F12
mda_control_neuron_no_mapd_indel_outliers,5943-190107-Hp1A07
mda_control_neuron_no_mapd_indel_outliers,5943-190107-Hp1C10
mda_control_neuron_no_mapd_indel_outliers,5943-190107-Hp1C11
mda_control_neuron_no_mapd_indel_outliers,5943-190107-Hp1D04
mda_control_neuron_no_mapd_indel_outliers,5943-190107-Hp1D10
mda_control_neuron_no_mapd_indel_outliers,5943-190108-Pp1A10
mda_control_neuron_no_mapd_indel_outliers,5943-190108-Pp1B02
mda_control_neuron_no_mapd_indel_outliers,5943-190108-Pp1C02
mda_control_neuron_no_mapd_indel_outliers,5943-190108-Pp1E07
mda_control_neuron_no_mapd_indel_outliers,5943-190108-Pp1F06
mda_control_neuron_no_mapd_indel_outliers,5171BA6-B2
mda_control_neuron_no_mapd_indel_outliers,5171BA6-D2
mda_control_neuron_no_mapd_indel_outliers,5171BA6-E2
mda_control_neuron_no_mapd_indel_outliers,5823BA6-D11
mda_control_neuron_no_mapd_indel_outliers,5823BA6-E10
mda_control_neuron_no_mapd_indel_outliers,5823BA6-E7
pta_alz_neuron_no_mapd_indel_outliers,1353P_200925A1
pta_alz_neuron_no_mapd_indel_outliers,1353P_200925E1
pta_alz_neuron_no_mapd_indel_outliers,1353P_200925E2
pta_alz_neuron_no_mapd_indel_outliers,1353P_200925E3
pta_alz_neuron_no_mapd_indel_outliers,ALZ1456BA9-A
pta_alz_neuron_no_mapd_indel_outliers,ALZ1456BA9-B
pta_alz_neuron_no_mapd_indel_outliers,ALZ1456BA9-C
pta_alz_neuron_no_mapd_indel_outliers,ALZ1456BA9-D
pta_alz_neuron_no_mapd_indel_outliers,1647P_201001A5
pta_alz_neuron_no_mapd_indel_outliers,1647P_201001A6
pta_alz_neuron_no_mapd_indel_outliers,ALZ1647BA9-A
pta_alz_neuron_no_mapd_indel_outliers,ALZ1647BA9-B
pta_alz_neuron_no_mapd_indel_outliers,ALZ1647BA9-C
pta_alz_neuron_no_mapd_indel_outliers,ALZ1647BA9-D
pta_alz_neuron_no_mapd_indel_outliers,1828P_201001G1
pta_alz_neuron_no_mapd_indel_outliers,1828P_201001G2
pta_alz_neuron_no_mapd_indel_outliers,1828P_201001G6
pta_alz_neuron_no_mapd_indel_outliers,1828P_201001H1
pta_alz_neuron_no_mapd_indel_outliers,1995P_201001E5
pta_alz_neuron_no_mapd_indel_outliers,MA2207_A2
pta_alz_neuron_no_mapd_indel_outliers,MA2207_A3
pta_alz_neuron_no_mapd_indel_outliers,MA2207_A5
pta_alz_neuron_no_mapd_indel_outliers,2208P_201001C2
pta_alz_neuron_no_mapd_indel_outliers,2208P_201001C3
pta_alz_neuron_no_mapd_indel_outliers,2208P_201001C4
pta_alz_neuron_no_mapd_indel_outliers,2208P_201001C6
pta_ftd_neuron_no_mapd_indel_outliers,1300PFC_NeuN_A
pta_ftd_neuron_no_mapd_indel_outliers,1300PFC_NeuN_B
pta_ftd_neuron_no_mapd_indel_outliers,1300PFC_NeuN_C
pta_ftd_neuron_no_mapd_indel_outliers,1300PFC_TDP_A
pta_ftd_neuron_no_mapd_indel_outliers,1300PFC_TDP_B
pta_ftd_neuron_no_mapd_indel_outliers,1300PFC_TDP_C
pta_ftd_neuron_no_mapd_indel_outliers,1334PFC_NeuN_A
pta_ftd_neuron_no_mapd_indel_outliers,1334PFC_NeuN_B
pta_ftd_neuron_no_mapd_indel_outliers,1334PFC_NeuN_C
pta_ftd_neuron_no_mapd_indel_outliers,1334PFC_TDP_A
pta_ftd_neuron_no_mapd_indel_outliers,1334PFC_TDP_B
pta_ftd_neuron_no_mapd_indel_outliers,1334PFC_TDP_C
pta_ftd_neuron_no_mapd_indel_outliers,1792PFC_NeuN_A
pta_ftd_neuron_no_mapd_indel_outliers,1792PFC_NeuN_B
pta_ftd_neuron_no_mapd_indel_outliers,1792PFC_NeuN_C
pta_ftd_neuron_no_mapd_indel_outliers,1792PFC_TDP_A
pta_ftd_neuron_no_mapd_indel_outliers,1792PFC_TDP_B
pta_ftd_neuron_no_mapd_indel_outliers,1792PFC_TDP_C
pta_ftd_neuron_no_mapd_indel_outliers,6004PFC_N_A
pta_ftd_neuron_no_mapd_indel_outliers,6004PFC_N_B
pta_ftd_neuron_no_mapd_indel_outliers,6004PFC_N_C
pta_ftd_neuron_no_mapd_indel_outliers,6004PFC_T_A
pta_ftd_neuron_no_mapd_indel_outliers,S08631PFC_N_A
pta_ftd_neuron_no_mapd_indel_outliers,S08631PFC_N_B
pta_ftd_neuron_no_mapd_indel_outliers,S08631PFC_N_C
pta_ftd_neuron_no_mapd_indel_outliers,S08631PFC_T_A
pta_ftd_neuron_no_mapd_indel_outliers,S08631PFC_T_B
pta_ftd_neuron_no_mapd_indel_outliers,S08631PFC_T_C
pta_ftd_neuron_no_mapd_indel_outliers,S13034PFC_N_A
pta_ftd_neuron_no_mapd_indel_outliers,S13034PFC_N_B
pta_ftd_neuron_no_mapd_indel_outliers,S13034PFC_N_C
pta_ftd_neuron_no_mapd_indel_outliers,S13034PFC_T_A
pta_ftd_neuron_no_mapd_indel_outliers,S13034PFC_T_B
pta_ftd_neuron_no_mapd_indel_outliers,S13034PFC_T_C
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1353-181114-Pp2B08
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1353_180322_P1E03
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1353_180322_Pp1C02
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1353_180322_Pp1H01
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1353_180508_Hp2E08
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1353_180508_Hp2G06
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1456_180403_Hp1D06
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1647-181116-Hp3C11
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1647-181116-Hp3E10
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1647-181116-Hp3G08
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1647-181116-Hp3H06
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1647-190108-Pp3B10
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1647_180713_P2B05
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1647_180713_P2D11
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1647_180713_P2G01
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1828-181116-Hp2B07
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1828-181116-Hp2C09
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1828-181116-Hp2D07
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1828-181116-Hp2D09
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,MA1828_p1A09
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,MA1828_p1C06
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,MA1828_p1F01
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,MA1828_p1F03
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,MA1828_p2G02
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1995-181114-Pp5E11
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1995-181114-Pp5H06
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1995_180601_Pp4D07
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,1995_180604_Hp2A12
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,2208-181120-Hp1B01
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,2208-181120-Hp1B02
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,2208-181120-Hp1H05
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,2208-181120-Pp1B05
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,2208-181120-Pp1E01
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,2208-181120-Pp1G03
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,2208-181120-Pp1G04
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,2208-181120-Pp1H10
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,4556_170602_P1A08
mda_alz_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,4556_170626_P2E02
mda_alz_neuron_pink_peak_positive_high_no_mapd_indel_outliers,1353-181114-Pp2H10
mda_alz_neuron_pink_peak_positive_high_no_mapd_indel_outliers,1647-190108-Pp3B09
mda_alz_neuron_pink_peak_positive_high_no_mapd_indel_outliers,1995-181114-Pp5G02
mda_alz_neuron_pink_peak_positive_high_no_mapd_indel_outliers,1995-181114-Pp5H08
mda_alz_neuron_pink_peak_positive_high_no_mapd_indel_outliers,1995_180604_Hp2G12
mda_alz_neuron_pink_peak_positive_high_no_mapd_indel_outliers,2208-181120-Hp1C12
mda_control_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,4643_MDA_24
mda_control_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,5823_20160810-dg-1cp3D11_20170221-WGS
mda_control_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,5823_20160810-dg-1cp3H1_20170221-WGS
mda_control_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,5087-1cp1D6
mda_control_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,5087-1cp1H10b
mda_control_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,5532-1cp1H11
mda_control_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,5532-1cp1H4
mda_control_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,5532-1cp1H9
mda_control_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,5087pfc-Rp3F4
mda_control_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,5087-190107-Hp1E12
mda_control_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,5087-190107-Hp1F06
mda_control_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,5087-190107-Hp1F09
mda_control_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,5171_180713_P2E03
mda_control_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,5823_180716_H1E07
mda_control_neuron_pink_peak_positive_normal_no_mapd_indel_outliers,5943-190107-Hp1D10
pta_alz_neuron_pink_peak_positive_high_no_mapd_indel_outliers,1647P_201001A5
pta_alz_neuron_pink_peak_positive_high_no_mapd_indel_outliers,1647P_201001A6
pta_alz_neuron_pink_peak_positive_high_no_mapd_indel_outliers,ALZ1647BA9-B
pta_alz_neuron_pink_peak_positive_high_no_mapd_indel_outliers,1828P_201001G1
pta_alz_neuron_pink_peak_positive_high_no_mapd_indel_outliers,2208P_201001C6
pta_ftd_neuron_pink_peak_positive_high_no_mapd_indel_outliers,1334PFC_NeuN_A
pta_ftd_neuron_pink_peak_positive_high_no_mapd_indel_outliers,1334PFC_NeuN_B
pta_ftd_neuron_pink_peak_positive_high_no_mapd_indel_outliers,1334PFC_TDP_C
pta_ftd_neuron_pink_peak_positive_high_no_mapd_indel_outliers,1792PFC_NeuN_B
pta_ftd_neuron_pink_peak_positive_high_no_mapd_indel_outliers,1792PFC_TDP_B
pta_ftd_neuron_pink_peak_positive_high_no_mapd_indel_outliers,6004PFC_N_B
pta_ftd_neuron_pink_peak_positive_high_no_mapd_indel_outliers,6004PFC_T_A
pta_ftd_neuron_pink_peak_positive_high_no_mapd_indel_outliers,S13034PFC_T_A
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1353-181114-Pp2B08
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1353-181114-Pp2H10
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1353_180322_P1E03
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1353_180322_Pp1C02
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1353_180322_Pp1H01
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1353_180508_Hp2E08
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1353_180508_Hp2G06
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1456_180403_Hp1D06
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1647-181116-Hp3C11
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1647-181116-Hp3E10
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1647-181116-Hp3G08
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1647-181116-Hp3H06
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1647-190108-Pp3B09
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1647-190108-Pp3B10
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1647_180713_P2B05
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1647_180713_P2D11
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1647_180713_P2G01
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1828-181116-Hp2B07
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1828-181116-Hp2C09
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1828-181116-Hp2D07
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1828-181116-Hp2D09
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,MA1828_p1A09
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,MA1828_p1C06
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,MA1828_p1F01
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,MA1828_p1F03
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,MA1828_p2G02
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1995-181114-Pp5E11
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1995-181114-Pp5G02
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1995-181114-Pp5H06
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1995-181114-Pp5H08
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1995_180601_Pp4D07
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1995_180604_Hp2A12
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1995_180604_Hp2G12
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,2208-181120-Hp1B01
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,2208-181120-Hp1B02
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,2208-181120-Hp1C12
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,2208-181120-Hp1H05
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,2208-181120-Pp1B05
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,2208-181120-Pp1E01
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,2208-181120-Pp1G03
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,2208-181120-Pp1G04
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,2208-181120-Pp1H10
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,4556_170602_P1A08
mda_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,4556_170626_P2E02
mda_control_neuron_pink_peak_positive_no_mapd_indel_outliers,4643_MDA_24
mda_control_neuron_pink_peak_positive_no_mapd_indel_outliers,5823_20160810-dg-1cp3D11_20170221-WGS
mda_control_neuron_pink_peak_positive_no_mapd_indel_outliers,5823_20160810-dg-1cp3H1_20170221-WGS
mda_control_neuron_pink_peak_positive_no_mapd_indel_outliers,5087-1cp1D6
mda_control_neuron_pink_peak_positive_no_mapd_indel_outliers,5087-1cp1H10b
mda_control_neuron_pink_peak_positive_no_mapd_indel_outliers,5532-1cp1H11
mda_control_neuron_pink_peak_positive_no_mapd_indel_outliers,5532-1cp1H4
mda_control_neuron_pink_peak_positive_no_mapd_indel_outliers,5532-1cp1H9
mda_control_neuron_pink_peak_positive_no_mapd_indel_outliers,5087pfc-Rp3F4
mda_control_neuron_pink_peak_positive_no_mapd_indel_outliers,5087-190107-Hp1E12
mda_control_neuron_pink_peak_positive_no_mapd_indel_outliers,5087-190107-Hp1F06
mda_control_neuron_pink_peak_positive_no_mapd_indel_outliers,5087-190107-Hp1F09
mda_control_neuron_pink_peak_positive_no_mapd_indel_outliers,5171_180713_P2E03
mda_control_neuron_pink_peak_positive_no_mapd_indel_outliers,5823_180716_H1E07
mda_control_neuron_pink_peak_positive_no_mapd_indel_outliers,5943-190107-Hp1D10
pta_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1353P_200925A1
pta_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1353P_200925E1
pta_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1353P_200925E2
pta_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1353P_200925E3
pta_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1647P_201001A5
pta_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1647P_201001A6
pta_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,ALZ1647BA9-A
pta_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,ALZ1647BA9-B
pta_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,ALZ1647BA9-C
pta_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,ALZ1647BA9-D
pta_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1828P_201001G1
pta_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1828P_201001G2
pta_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,1995P_201001E5
pta_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,MA2207_A3
pta_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,2208P_201001C3
pta_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,2208P_201001C4
pta_alz_neuron_pink_peak_positive_no_mapd_indel_outliers,2208P_201001C6
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,1300PFC_NeuN_A
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,1300PFC_NeuN_B
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,1300PFC_NeuN_C
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,1300PFC_TDP_A
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,1300PFC_TDP_B
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,1334PFC_NeuN_A
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,1334PFC_NeuN_B
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,1334PFC_NeuN_C
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,1334PFC_TDP_A
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,1334PFC_TDP_B
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,1334PFC_TDP_C
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,1792PFC_NeuN_A
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,1792PFC_NeuN_B
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,1792PFC_NeuN_C
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,1792PFC_TDP_B
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,1792PFC_TDP_C
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,6004PFC_N_A
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,6004PFC_N_B
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,6004PFC_N_C
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,6004PFC_T_A
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,S08631PFC_N_C
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,S13034PFC_N_A
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,S13034PFC_N_B
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,S13034PFC_N_C
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,S13034PFC_T_A
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,S13034PFC_T_B
pta_ftd_neuron_pink_peak_positive_no_mapd_indel_outliers,S13034PFC_T_C
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,1353-181114-Pp2H04
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,1353_180322_Pp1G05
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,1353_180327_Hp1D03
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,1353_180508_Hp2C08
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,1353_180508_Hp2H11
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,1456_180403_Hp1E10
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,1456_180403_Hp1G11
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,1456_180403_Hp2G08
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,1456_180508_Pp2B03
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,1456_180508_Pp2B10
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,1456_180508_Pp2D03
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,1456_180508_Pp2D11
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,1456_180508_Pp2E04
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,1647-190108-Pp3C11
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,MA1828_p1D06
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,MA1828_p2G10
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,MA1828_p2H11
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,1995_180413_Hp1A12
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,1995_180413_Hp1B03
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,2208-181120-Hp1H04
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,4556_170602_H1B01
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,4556_170626_H2A09
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,4556_170626_H2F06
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,4556_170626_H2G07
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,4556_170626_H2G11
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,4556_170626_P2F08
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,5222-181114-Pp3C03
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,5222-181114-Pp3G05
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,5222_180601_Pp2B04
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,5222_180601_Pp2B12
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,5222_180601_Pp2C01
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,5222_180601_Pp2F05
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,UMB5222_p1C06
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,UMB5222_p1F08
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,UMB5222_p1H04
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,UMB5222_p1H07
mda_alz_neuron_pink_peak_negative_no_mapd_indel_outliers,UMB5222_p2E10
alz_neuron_no_mapd_indel_outliers,1353-181114-Pp2B08
alz_neuron_no_mapd_indel_outliers,1353-181114-Pp2H04
alz_neuron_no_mapd_indel_outliers,1353-181114-Pp2H10
alz_neuron_no_mapd_indel_outliers,1353_180322_P1E03
alz_neuron_no_mapd_indel_outliers,1353_180322_Pp1C02
alz_neuron_no_mapd_indel_outliers,1353_180322_Pp1G05
alz_neuron_no_mapd_indel_outliers,1353_180322_Pp1H01
alz_neuron_no_mapd_indel_outliers,1353_180327_Hp1D03
alz_neuron_no_mapd_indel_outliers,1353_180508_Hp2C08
alz_neuron_no_mapd_indel_outliers,1353_180508_Hp2E08
alz_neuron_no_mapd_indel_outliers,1353_180508_Hp2G06
alz_neuron_no_mapd_indel_outliers,1353_180508_Hp2H11
alz_neuron_no_mapd_indel_outliers,1456_180403_Hp1D06
alz_neuron_no_mapd_indel_outliers,1456_180403_Hp1E10
alz_neuron_no_mapd_indel_outliers,1456_180403_Hp1G11
alz_neuron_no_mapd_indel_outliers,1456_180403_Hp2G08
alz_neuron_no_mapd_indel_outliers,1456_180508_Pp2B03
alz_neuron_no_mapd_indel_outliers,1456_180508_Pp2B10
alz_neuron_no_mapd_indel_outliers,1456_180508_Pp2D03
alz_neuron_no_mapd_indel_outliers,1456_180508_Pp2D11
alz_neuron_no_mapd_indel_outliers,1456_180508_Pp2E04
alz_neuron_no_mapd_indel_outliers,1647-181116-Hp3C11
alz_neuron_no_mapd_indel_outliers,1647-181116-Hp3E10
alz_neuron_no_mapd_indel_outliers,1647-181116-Hp3G08
alz_neuron_no_mapd_indel_outliers,1647-181116-Hp3H06
alz_neuron_no_mapd_indel_outliers,1647-190108-Pp3B09
alz_neuron_no_mapd_indel_outliers,1647-190108-Pp3B10
alz_neuron_no_mapd_indel_outliers,1647-190108-Pp3C11
alz_neuron_no_mapd_indel_outliers,1647_180713_P2B05
alz_neuron_no_mapd_indel_outliers,1647_180713_P2D11
alz_neuron_no_mapd_indel_outliers,1647_180713_P2G01
alz_neuron_no_mapd_indel_outliers,1828-181116-Hp2B07
alz_neuron_no_mapd_indel_outliers,1828-181116-Hp2C09
alz_neuron_no_mapd_indel_outliers,1828-181116-Hp2D07
alz_neuron_no_mapd_indel_outliers,1828-181116-Hp2D09
alz_neuron_no_mapd_indel_outliers,MA1828_p1A09
alz_neuron_no_mapd_indel_outliers,MA1828_p1C06
alz_neuron_no_mapd_indel_outliers,MA1828_p1D06
alz_neuron_no_mapd_indel_outliers,MA1828_p1F01
alz_neuron_no_mapd_indel_outliers,MA1828_p1F03
alz_neuron_no_mapd_indel_outliers,MA1828_p2G02
alz_neuron_no_mapd_indel_outliers,MA1828_p2G10
alz_neuron_no_mapd_indel_outliers,MA1828_p2H11
alz_neuron_no_mapd_indel_outliers,1995-181114-Pp5E11
alz_neuron_no_mapd_indel_outliers,1995-181114-Pp5G02
